stop_lat,stop_lon
-22.95303,-43.1717
-22.95229,-43.17322
-22.94335,-43.16151
-22.95325,-43.16811
-22.95068,-43.16777
-22.94334,-43.16081
-22.94334,-43.16129
-22.96169,-43.16611
-22.96264,-43.16669
-22.96203,-43.16526
-22.96929,-43.18998
-22.982959,-43.192112
-22.96725,-43.18096
-22.98607,-43.189898
-22.98239,-43.19094
-22.97653,-43.19017
-22.97303,-43.18818
-22.96959,-43.18506
-22.96685,-43.17974
-22.983389,-43.192411
-22.97936,-43.19089
-22.97243,-43.18779
-22.9688,-43.18396
-22.961987,-43.174865
-22.9676,-43.18724
-22.96828,-43.18842
-22.9727,-43.19217
-22.97528,-43.19346
-22.963709,-43.178321
-22.96519,-43.18062
-22.96748,-43.18412
-22.96988,-43.18782
-22.97362,-43.1913
-22.97702,-43.19276
-22.9839,-43.1918
-22.986714,-43.190978
-22.983611,-43.193179
-22.98044,-43.191017
-22.97361,-43.18856
-22.97113,-43.18675
-22.96263,-43.1679
-22.96327,-43.16953
-22.96381,-43.16995
-22.96827,-43.18313
-22.96599,-43.17815
-22.962401,-43.174617
-22.96616,-43.1821
-22.96875,-43.18608
-22.9716,-43.18967
-22.9753,-43.1922
-22.9818,-43.19247
-22.96688,-43.18321
-22.96953,-43.18727
-22.97249,-43.19054
-22.963549,-43.17452
-22.985165,-43.191863
-22.97773,-43.19181
-22.985066,-43.19019
-22.9629,-43.177096
-22.96443,-43.17945
-22.97608,-43.19251
-22.9783,-43.19061
-22.97536,-43.18965
-22.965,-43.17623
-22.963688,-43.17606
-22.970764,-43.185404
-22.96883,-43.1871
-22.96731,-43.18838
-22.96583,-43.18964
-22.964774,-43.189964
-22.964835,-43.174598
-22.96307,-43.17426
-22.96603,-43.18415
-22.96493,-43.18197
-22.965057,-43.174476
-22.985642,-43.193549
-22.985532,-43.19969
-22.984955,-43.210774
-22.984015,-43.210389
-22.984586,-43.199731
-22.984079,-43.194256
-22.983912,-43.21211
-22.984495,-43.201281
-22.984783,-43.195964
-22.98612,-43.19546
-22.985892,-43.213265
-22.985632,-43.198255
-22.985067,-43.208653
-22.984835,-43.212524
-22.984719,-43.197788
-22.9676,-43.17816
-22.965055,-43.172955
-22.96565,-43.17427
-22.96563,-43.17505
-22.966715,-43.177092
-22.96882,-43.1809
-22.96894,-43.18042
-22.97035,-43.18313
-22.971253,-43.183586
-22.97277,-43.18573
-22.973773,-43.186021
-22.97589,-43.18755
-22.97629,-43.1882
-22.97779,-43.18889
-22.97858,-43.1888
-22.9795,-43.1895
-22.98206,-43.18997
-22.98351,-43.189451
-22.98388,-43.18976
-22.98536,-43.18891
-22.98735,-43.19214
-22.986211,-43.207558
-22.98649,-43.20754
-22.98626,-43.2118
-22.98545,-43.201607
-22.985264,-43.204524
-22.984145,-43.207924
-22.984346,-43.20405
-22.984883,-43.198536
-22.981547,-43.213422
-22.983096,-43.214189
-22.981294,-43.213477
-22.98694,-43.201179
-22.98757,-43.22467
-22.98528,-43.22603
-22.98409,-43.221
-22.98376,-43.21612
-22.98614,-43.22824
-22.98382,-43.21824
-22.98015,-43.21594
-22.98629,-43.21709
-22.98481,-43.21911
-22.97791,-43.22278
-22.9862,-43.2258
-22.98471,-43.21716
-22.98514,-43.2216
-22.97811,-43.21849
-22.97915,-43.22292
-22.98456,-43.22356
-22.97901,-43.22225
-22.9796,-43.21824
-22.98025,-43.22637
-22.98236,-43.22692
-22.98453,-43.2289
-22.98411,-43.22901
-22.98512,-43.22961
-22.98471,-43.22297
-22.98097,-43.22375
-22.98146,-43.21504
-22.98319,-43.2156
-22.9827,-43.22772
-22.98574,-43.22936
-22.98549,-43.2235
-22.98693,-43.22221
-22.98115,-43.21822
-22.986893,-43.220334
-22.96903,-43.21732
-22.96155,-43.20316
-22.962923,-43.203039
-22.97694,-43.19634
-22.980706,-43.218123
-22.986671,-43.199305
-22.9874,-43.1966
-22.964044,-43.214469
-22.98346,-43.22329
-22.96295,-43.21152
-22.96287,-43.2083
-22.96302,-43.20747
-22.9628,-43.20559
-22.97573,-43.19847
-22.97928,-43.201283
-22.98005,-43.203808
-22.98059,-43.20599
-22.980868,-43.208672
-22.98064,-43.211852
-22.98217,-43.22361
-22.98294,-43.22342
-22.965081,-43.202547
-22.962666,-43.202859
-22.96652,-43.20263
-22.960469,-43.204758
-22.960683,-43.206938
-22.967135,-43.21983
-22.976836,-43.196288
-22.964472,-43.202862
-22.962566,-43.211116
-22.966669,-43.235767
-22.966848,-43.230597
-22.96568,-43.22487
-22.96547,-43.22271
-22.96591,-43.22102
-22.9648,-43.21971
-22.9642,-43.22139
-22.96541,-43.22621
-22.96562,-43.2287
-22.96618,-43.22975
-22.96671,-43.23134
-22.960475,-43.206776
-22.971011,-43.223365
-22.965555,-43.226681
-22.965807,-43.228692
-22.966322,-43.229697
-22.98529,-43.24464
-22.98427,-43.24062
-22.98239,-43.23809
-22.98164,-43.23667
-22.97779,-43.23291
-22.97724,-43.23071
-22.97737,-43.22724
-22.97803,-43.23344
-22.979434,-43.234652
-22.98152,-43.23671
-22.982038,-43.240976
-22.982169,-43.237715
-22.97956,-43.22669
-22.97737,-43.22657
-22.97852,-43.22751
-22.97659,-43.229655
-22.97857,-43.22975
-22.979071,-43.231112
-22.979379,-43.234476
-22.969067,-43.217597
-22.965404,-43.222688
-22.979285,-43.229259
-22.96081,-43.20931
-22.96104,-43.21032
-22.961112,-43.212371
-22.96135,-43.21315
-22.961865,-43.215231
-22.96218,-43.21546
-22.964565,-43.217649
-22.9648,-43.21811
-22.97141,-43.2234
-22.97362,-43.225424
-22.959719,-43.201374
-22.97154,-43.20793
-22.977042,-43.224905
-22.975926,-43.22528
-22.973973,-43.218227
-22.962634,-43.205994
-22.965196,-43.203744
-22.96496,-43.20352
-22.96909,-43.20551
-22.969278,-43.205277
-22.97167,-43.20766
-22.97387,-43.20619
-22.974098,-43.205912
-22.97311,-43.202
-22.97414,-43.20133
-22.97924,-43.20249
-22.98044,-43.20675
-22.980272,-43.210967
-22.982301,-43.241299
-22.985376,-43.244742
-22.979398,-43.231131
-22.979221,-43.231567
-22.994692,-43.234484
-22.99199,-43.25393
-22.99756,-43.2605
-22.99865,-43.259573
-22.995057,-43.25731
-22.99749,-43.26473
-22.991984,-43.253629
-22.998851,-43.270567
-22.99444,-43.271465
-22.994532,-43.271504
-22.993419,-43.275522
-22.991355,-43.274073
-22.989165,-43.274021
-22.987214,-43.273328
-22.988314,-43.26956
-22.988231,-43.269603
-22.985214,-43.27098
-22.990903,-43.252408
-22.911486,-43.212072
-22.91359,-43.21027
-22.913557,-43.215314
-22.91353,-43.21589
-22.91144,-43.21431
-22.91151,-43.2141
-22.90774,-43.21014
-22.90813,-43.20997
-22.907557,-43.210354
-22.907041,-43.210657
-22.907059,-43.21083
-22.907412,-43.210367
-22.928444,-43.236638
-22.999013,-43.270742
-22.992826,-43.25213
-22.99816,-43.26568
-22.992092,-43.233518
-22.973808,-43.226103
-22.9158,-43.21098
-22.91608,-43.212
-22.99925,-43.26911
-22.998716,-43.270151
-22.99609,-43.25938
-22.99468,-43.25777
-22.993801,-43.252995
-22.993995,-43.253922
-22.992413,-43.252342
-22.99738,-43.25754
-22.99634,-43.25511
-22.990922,-43.232441
-22.991075,-43.23253
-22.991949,-43.233693
-22.99528,-43.2351
-22.99725,-43.23784
-22.9973,-43.23761
-23.000162,-43.243597
-22.998969,-43.250769
-22.99899,-43.25127
-22.910638,-43.214421
-22.910933,-43.214137
-22.93366,-43.24203
-22.94234,-43.25312
-22.923128,-43.234252
-22.91964,-43.21184
-22.946298,-43.256977
-22.922795,-43.233366
-22.920484,-43.223411
-22.931494,-43.234319
-22.92297,-43.21738
-22.92366,-43.21854
-22.932232,-43.247523
-22.922814,-43.232537
-22.920447,-43.225029
-22.926855,-43.233743
-22.9253,-43.23282
-22.920639,-43.215215
-22.940248,-43.249662
-22.943884,-43.254209
-22.924138,-43.232427
-22.923826,-43.231994
-22.943706,-43.254835
-22.91656,-43.22631
-22.91958,-43.2235
-22.93141,-43.23913
-22.91683,-43.2139
-22.91704,-43.21443
-22.91833,-43.21774
-22.91847,-43.21807
-22.92072,-43.2232
-22.92078,-43.22418
-22.92097,-43.22676
-22.92163,-43.22848
-22.92341,-43.23182
-22.92371,-43.23222
-22.92408,-43.23273
-22.91638,-43.22806
-22.93223,-43.24084
-22.93235,-43.24059
-22.917065,-43.212129
-22.92424,-43.22793
-22.923514,-43.229851
-22.924441,-43.232888
-22.92498,-43.23366
-22.92556,-43.23475
-22.926048,-43.235176
-22.927087,-43.235595
-22.92755,-43.23615
-22.928422,-43.2364
-22.92911,-43.23706
-22.929518,-43.237305
-22.93111,-43.23833
-22.933786,-43.24212
-22.93386,-43.24241
-22.93489,-43.24342
-22.936322,-43.244759
-22.935682,-43.244028
-22.93644,-43.245151
-22.938165,-43.246699
-22.938999,-43.247835
-22.93912,-43.24779
-22.94006,-43.24916
-22.940855,-43.250411
-22.94103,-43.25168
-22.942058,-43.252751
-22.941899,-43.253062
-22.94328,-43.253822
-22.943307,-43.254891
-22.946068,-43.255223
-22.94601,-43.25533
-22.92446,-43.22172
-22.91684,-43.2179
-22.91512,-43.2187
-22.91844,-43.22488
-22.92034,-43.22725
-22.92113,-43.22818
-22.92174,-43.2297
-22.9186,-43.21966
-22.91706,-43.2211
-22.929797,-43.234198
-22.9277,-43.2318
-22.92908,-43.23908
-22.92768,-43.23988
-22.92534,-43.240261
-22.933497,-43.24798
-22.93456,-43.24691
-22.920736,-43.231648
-22.91671,-43.22892
-22.92229,-43.23609
-22.92009,-43.23375
-22.93184,-43.24159
-22.92018,-43.22617
-22.920386,-43.225752
-22.91768,-43.21988
-22.916,-43.21721
-22.922156,-43.232592
-22.923941,-43.235854
-22.946293,-43.256829
-22.946299,-43.25667
-22.946357,-43.256559
-22.946615,-43.256626
-22.938137,-43.249194
-22.93788,-43.249018
-22.936476,-43.246842
-22.97098,-43.28289
-22.95072,-43.26202
-22.951447,-43.260818
-22.95311,-43.2615
-22.95451,-43.26371
-22.95731,-43.26779
-22.957652,-43.264686
-22.948963,-43.259915
-22.97285,-43.28423
-22.97383,-43.28551
-22.927782,-43.233559
-22.929252,-43.243262
-22.929379,-43.231702
-22.950788,-43.261946
-22.931375,-43.245786
-22.96013,-43.269767
-22.91836,-43.22432
-22.91825,-43.21225
-22.919841,-43.215123
-22.921446,-43.219916
-22.922754,-43.222164
-22.924232,-43.223816
-22.924953,-43.226248
-22.92263,-43.23019
-22.92357,-43.23384
-22.92259,-43.23193
-22.922849,-43.233585
-22.924244,-43.234879
-22.93059,-43.2378
-22.93647,-43.24563
-22.94677,-43.25713
-22.946652,-43.257262
-22.94623,-43.25773
-22.94749,-43.25919
-22.94693,-43.25924
-22.920869,-43.217647
-22.97433,-43.28586
-22.97639,-43.28891
-22.97669,-43.28964
-22.9778,-43.29121
-22.97841,-43.29173
-22.979525,-43.292712
-22.97026,-43.280893
-22.97008,-43.28096
-22.965726,-43.277491
-22.965638,-43.277233
-22.96415,-43.27636
-22.96322,-43.27522
-22.96301,-43.27526
-22.96157,-43.27318
-22.965342,-43.277444
-22.961496,-43.273309
-22.964331,-43.276925
-22.948786,-43.259947
-22.957109,-43.267671
-22.957157,-43.265385
-22.977978,-43.277495
-22.976015,-43.278423
-22.976217,-43.278486
-22.978625,-43.277157
-22.9116,-43.23727
-22.90999,-43.23813
-22.912755,-43.235793
-22.910828,-43.23775
-22.909844,-43.221063
-22.9135,-43.21777
-22.91448,-43.21955
-22.91529,-43.22091
-22.91657,-43.22248
-22.91277,-43.22588
-22.91149,-43.21752
-22.91586,-43.2226
-22.91382,-43.22498
-22.91351,-43.22771
-22.91547,-43.22944
-22.915608,-43.229054
-22.915485,-43.229139
-22.91736,-43.23092
-22.91901,-43.23323
-22.9134,-43.2339
-22.9108,-43.21823
-22.913135,-43.22715
-22.91326,-43.227046
-22.916618,-43.235029
-22.913561,-43.219673
-22.912351,-43.221392
-22.910634,-43.220078
-22.91168,-43.218765
-22.91266,-43.23625
-22.91365,-43.23451
-22.91533,-43.2325
-22.91584,-43.23182
-22.91047,-43.2216
-22.913028,-43.22508
-22.91375,-43.23656
-22.91384,-43.23697
-22.917557,-43.234842
-22.91206,-43.23707
-22.90993,-43.22031
-22.911268,-43.224872
-22.9117,-43.23407
-22.908763,-43.234887
-22.91446,-43.23969
-22.91567,-43.26266
-22.916241,-43.251192
-22.918188,-43.261964
-22.92032,-43.2353
-22.92408,-43.23809
-22.92048,-43.23973
-22.92206,-43.23872
-22.92357,-43.23775
-22.92271,-43.23705
-22.92006,-43.23865
-22.9186,-43.23953
-22.91847,-43.24026
-22.91981,-43.24292
